;power;timestamp;current;id;voltage;partial_energy;__collections__;modo
1747763230;5,28;2025-05-20 17:47:10;0,05;1747763230;116,47;0,088;{};com_dimmer
1747763290;6,2;2025-05-20 17:48:10;0,05;1747763290;123,59;0,1033;{};com_dimmer
1747763350;5,45;2025-05-20 17:49:10;0,05;1747763350;117,34;0,0908;{};com_dimmer
1747763410;6,09;2025-05-20 17:50:10;0,05;1747763410;122,01;0,1015;{};com_dimmer
1747763470;5,69;2025-05-20 17:51:10;0,05;1747763470;123,43;0,0948;{};com_dimmer
1747763530;5,2;2025-05-20 17:52:10;0,04;1747763530;118,74;0,0867;{};com_dimmer
1747763590;5,27;2025-05-20 17:53:10;0,04;1747763590;117,49;0,0878;{};com_dimmer
1747763650;5,52;2025-05-20 17:54:10;0,05;1747763650;119,02;0,092;{};com_dimmer
1747763710;4,78;2025-05-20 17:55:10;0,04;1747763710;113,82;0,0797;{};com_dimmer
1747763770;5,49;2025-05-20 17:56:10;0,05;1747763770;121,81;0,0914;{};com_dimmer
1747763830;6,01;2025-05-20 17:57:10;0,05;1747763830;127,16;0,1002;{};com_dimmer
1747763890;5,19;2025-05-20 17:58:10;0,04;1747763890;119,79;0,0864;{};com_dimmer
1747763950;5,0;2025-05-20 17:59:10;0,04;1747763950;117,54;0,0834;{};com_dimmer
1747764010;4,83;2025-05-20 18:00:10;0,04;1747764010;124,53;0,0806;{};com_dimmer
1747764070;5,05;2025-05-20 18:01:10;0,04;1747764070;117,88;0,0842;{};com_dimmer
1747764130;5,45;2025-05-20 18:02:10;0,04;1747764130;127,09;0,0908;{};com_dimmer
1747764190;5,39;2025-05-20 18:03:10;0,04;1747764190;121,95;0,0899;{};com_dimmer
1747764250;5,44;2025-05-20 18:04:10;0,04;1747764250;122,22;0,0906;{};com_dimmer
1747764310;5,17;2025-05-20 18:05:10;0,04;1747764310;118,57;0,0862;{};com_dimmer
1747764370;5,86;2025-05-20 18:06:10;0,04;1747764370;135,8;0,0977;{};com_dimmer
1747764430;5,03;2025-05-20 18:07:10;0,04;1747764430;113,51;0,0838;{};com_dimmer
1747764490;5,55;2025-05-20 18:08:10;0,04;1747764490;127,98;0,0925;{};com_dimmer
1747764550;4,06;2025-05-20 18:09:10;0,03;1747764550;118,18;0,0677;{};com_dimmer
1747764610;5,02;2025-05-20 18:10:10;0,04;1747764610;117,41;0,0836;{};com_dimmer
1747764670;4,82;2025-05-20 18:11:10;0,04;1747764670;117,69;0,0804;{};com_dimmer
1747764730;4,8;2025-05-20 18:12:10;0,04;1747764730;113,31;0,08;{};com_dimmer
1747764790;3,69;2025-05-20 18:13:10;0,03;1747764790;118,11;0,0614;{};com_dimmer
1747764850;4,66;2025-05-20 18:14:10;0,04;1747764850;118,18;0,0776;{};com_dimmer
1747764910;4,73;2025-05-20 18:15:10;0,04;1747764910;117,67;0,0788;{};com_dimmer
1747764970;4,89;2025-05-20 18:16:10;0,04;1747764970;113,2;0,0815;{};com_dimmer
1747765030;4,01;2025-05-20 18:17:10;0,03;1747765030;120,36;0,0668;{};com_dimmer
1747765090;4,77;2025-05-20 18:18:10;0,04;1747765090;122,01;0,0795;{};com_dimmer
1747765150;4,98;2025-05-20 18:19:10;0,04;1747765150;115,42;0,0829;{};com_dimmer
1747765209;4,12;2025-05-20 18:20:09;0,04;1747765209;117,39;0,0686;{};com_dimmer
1747765269;4,56;2025-05-20 18:21:09;0,04;1747765269;116,3;0,076;{};com_dimmer
1747765329;4,65;2025-05-20 18:22:09;0,04;1747765329;131,7;0,0774;{};com_dimmer
1747765389;4,85;2025-05-20 18:23:09;0,04;1747765389;124,55;0,0809;{};com_dimmer
1747765449;4,63;2025-05-20 18:24:09;0,03;1747765449;137,03;0,0771;{};com_dimmer
1747765509;4,88;2025-05-20 18:25:09;0,04;1747765509;127,67;0,0814;{};com_dimmer
1747765569;4,27;2025-05-20 18:26:09;0,04;1747765569;120,35;0,0711;{};com_dimmer
1747765629;4,77;2025-05-20 18:27:09;0,03;1747765629;136,51;0,0796;{};com_dimmer
1747765689;5,22;2025-05-20 18:28:09;0,04;1747765689;124,89;0,0869;{};com_dimmer
1747765749;4,19;2025-05-20 18:29:09;0,04;1747765749;117,47;0,0699;{};com_dimmer
1747765809;4,37;2025-05-20 18:30:09;0,04;1747765809;120,9;0,0728;{};com_dimmer
1747765869;4,6;2025-05-20 18:31:09;0,04;1747765869;120,88;0,0767;{};com_dimmer
1747765929;5,37;2025-05-20 18:32:09;0,04;1747765929;128,68;0,0895;{};com_dimmer
1747765989;4,67;2025-05-20 18:33:09;0,04;1747765989;123,57;0,0778;{};com_dimmer
1747766049;4,62;2025-05-20 18:34:09;0,04;1747766049;116,45;0,077;{};com_dimmer
1747766109;4,75;2025-05-20 18:35:09;0,04;1747766109;116,41;0,0792;{};com_dimmer
1747766169;5,68;2025-05-20 18:36:09;0,05;1747766169;120,53;0,0946;{};com_dimmer
1747766229;5,91;2025-05-20 18:37:09;0,05;1747766229;127,63;0,0985;{};com_dimmer
1747766289;5,73;2025-05-20 18:38:09;0,05;1747766289;123,18;0,0956;{};com_dimmer
1747766349;5,12;2025-05-20 18:39:09;0,04;1747766349;122,78;0,0853;{};com_dimmer
1747766409;5,11;2025-05-20 18:40:09;0,04;1747766409;117,24;0,0852;{};com_dimmer
1747766469;5,07;2025-05-20 18:41:09;0,04;1747766469;117,13;0,0846;{};com_dimmer
1747766529;5,84;2025-05-20 18:42:09;0,05;1747766529;120,36;0,0973;{};com_dimmer
1747766589;5,91;2025-05-20 18:43:09;0,04;1747766589;135,03;0,0985;{};com_dimmer
1747766649;5,22;2025-05-20 18:44:09;0,04;1747766649;117,58;0,0871;{};com_dimmer
1747766709;5,57;2025-05-20 18:45:09;0,04;1747766709;124,64;0,0929;{};com_dimmer
1747766769;4,97;2025-05-20 18:46:09;0,04;1747766769;115,69;0,0828;{};com_dimmer
1747766829;5,86;2025-05-20 18:47:09;0,04;1747766829;131,33;0,0977;{};com_dimmer
1747766889;5,23;2025-05-20 18:48:09;0,04;1747766889;120,27;0,0872;{};com_dimmer
1747766949;4,87;2025-05-20 18:49:09;0,04;1747766949;114,52;0,0812;{};com_dimmer
1747767009;5,31;2025-05-20 18:50:09;0,04;1747767009;122,4;0,0885;{};com_dimmer
1747767069;5,25;2025-05-20 18:51:09;0,04;1747767069;120,07;0,0875;{};com_dimmer
1747767129;6,28;2025-05-20 18:52:09;0,04;1747767129;140,18;0,1047;{};com_dimmer
1747767189;5,27;2025-05-20 18:53:09;0,04;1747767189;118,44;0,0879;{};com_dimmer
1747767249;4,99;2025-05-20 18:54:09;0,04;1747767249;112,69;0,0832;{};com_dimmer
1747767309;5,21;2025-05-20 18:55:09;0,04;1747767309;118,4;0,0868;{};com_dimmer
1747767369;5,73;2025-05-20 18:56:09;0,05;1747767369;115,76;0,0954;{};com_dimmer
1747767429;5,12;2025-05-20 18:57:09;0,04;1747767429;116,47;0,0853;{};com_dimmer
1747767489;5,88;2025-05-20 18:58:09;0,05;1747767489;127,34;0,098;{};com_dimmer
1747767549;5,2;2025-05-20 18:59:09;0,04;1747767549;116,75;0,0867;{};com_dimmer
1747767609;5,23;2025-05-20 19:00:09;0,04;1747767609;117,92;0,0871;{};com_dimmer
1747767669;5,31;2025-05-20 19:01:09;0,05;1747767669;118,01;0,0885;{};com_dimmer
1747767729;6,15;2025-05-20 19:02:09;0,04;1747767729;136,91;0,1024;{};com_dimmer
1747767789;5,39;2025-05-20 19:03:09;0,04;1747767789;122,11;0,0899;{};com_dimmer
1747767849;5,68;2025-05-20 19:04:09;0,05;1747767849;125,5;0,0946;{};com_dimmer
1747767909;5,03;2025-05-20 19:05:09;0,04;1747767909;112,36;0,0838;{};com_dimmer
1747767969;5,19;2025-05-20 19:06:09;0,04;1747767969;120,24;0,0864;{};com_dimmer
1747768029;5,43;2025-05-20 19:07:09;0,05;1747768029;119,09;0,0905;{};com_dimmer
1747768089;5,11;2025-05-20 19:08:09;0,04;1747768089;117,51;0,0852;{};com_dimmer
1747768149;5,53;2025-05-20 19:09:09;0,04;1747768149;123,69;0,0922;{};com_dimmer
1747768209;5,19;2025-05-20 19:10:09;0,04;1747768209;137,3;0,0865;{};com_dimmer
1747768269;5,4;2025-05-20 19:11:09;0,04;1747768269;124,03;0,09;{};com_dimmer
1747768329;5,21;2025-05-20 19:12:09;0,04;1747768329;138,84;0,0869;{};com_dimmer
1747768389;4,59;2025-05-20 19:13:09;0,04;1747768389;112,36;0,0765;{};com_dimmer
1747768449;5,99;2025-05-20 19:14:09;0,04;1747768449;136,14;0,0998;{};com_dimmer
1747768509;4,82;2025-05-20 19:15:09;0,04;1747768509;116,96;0,0804;{};com_dimmer
1747768569;5,26;2025-05-20 19:16:09;0,04;1747768569;122,49;0,0877;{};com_dimmer
1747768629;5,6;2025-05-20 19:17:09;0,04;1747768629;131,94;0,0933;{};com_dimmer
1747768689;4,79;2025-05-20 19:18:09;0,04;1747768689;116,58;0,0798;{};com_dimmer
1747768749;4,82;2025-05-20 19:19:09;0,04;1747768749;113,9;0,0803;{};com_dimmer
1747768809;5,04;2025-05-20 19:20:09;0,04;1747768809;114,98;0,084;{};com_dimmer
1747768869;5,51;2025-05-20 19:21:09;0,04;1747768869;140,17;0,0918;{};com_dimmer
1747768929;4,51;2025-05-20 19:22:09;0,03;1747768929;130,52;0,0751;{};com_dimmer
1747768989;4,87;2025-05-20 19:23:09;0,04;1747768989;121,88;0,0812;{};com_dimmer
1747769049;5,15;2025-05-20 19:24:09;0,04;1747769049;138,92;0,0858;{};com_dimmer
1747769109;4,28;2025-05-20 19:25:09;0,04;1747769109;117,32;0,0713;{};com_dimmer
1747769169;4,13;2025-05-20 19:26:09;0,04;1747769169;116,79;0,0688;{};com_dimmer
1747769229;5,24;2025-05-20 19:27:09;0,04;1747769229;123,5;0,0873;{};com_dimmer
1747769289;4,13;2025-05-20 19:28:09;0,04;1747769289;116,14;0,0689;{};com_dimmer
1747769349;4,74;2025-05-20 19:29:09;0,04;1747769349;111,94;0,079;{};com_dimmer
1747769409;4,59;2025-05-20 19:30:09;0,04;1747769409;123,1;0,0765;{};com_dimmer
1747769469;4,39;2025-05-20 19:31:09;0,04;1747769469;117,71;0,0732;{};com_dimmer
1747769529;4,27;2025-05-20 19:32:09;0,04;1747769529;116,33;0,0711;{};com_dimmer
1747769589;4,23;2025-05-20 19:33:09;0,04;1747769589;117,35;0,0705;{};com_dimmer
1747769649;4,16;2025-05-20 19:34:09;0,03;1747769649;124,23;0,0693;{};com_dimmer
1747769709;4,72;2025-05-20 19:35:09;0,04;1747769709;123,01;0,0787;{};com_dimmer
1747769769;5,06;2025-05-20 19:36:09;0,04;1747769769;132,95;0,0843;{};com_dimmer
1747769829;5,47;2025-05-20 19:37:09;0,04;1747769829;132,09;0,0911;{};com_dimmer
1747769889;4,36;2025-05-20 19:38:09;0,04;1747769889;122,44;0,0727;{};com_dimmer
1747769949;4,47;2025-05-20 19:39:09;0,04;1747769949;122,82;0,0745;{};com_dimmer
1747770009;4,66;2025-05-20 19:40:09;0,04;1747770009;112,96;0,0777;{};com_dimmer
1747770069;4,5;2025-05-20 19:41:09;0,04;1747770069;117,07;0,075;{};com_dimmer
1747770129;4,63;2025-05-20 19:42:09;0,04;1747770129;113,98;0,0772;{};com_dimmer
1747770189;4,61;2025-05-20 19:43:09;0,04;1747770189;117,2;0,0768;{};com_dimmer
1747770249;5,16;2025-05-20 19:44:09;0,04;1747770249;121,1;0,086;{};com_dimmer
1747770309;6,07;2025-05-20 19:45:09;0,05;1747770309;122,53;0,1011;{};com_dimmer
1747770369;5,85;2025-05-20 19:46:09;0,04;1747770369;135,91;0,0975;{};com_dimmer
1747770429;5,06;2025-05-20 19:47:09;0,04;1747770429;117,79;0,0844;{};com_dimmer
1747770489;6,38;2025-05-20 19:48:09;0,05;1747770489;140,8;0,1064;{};com_dimmer
1747770549;5,42;2025-05-20 19:49:09;0,04;1747770549;125,01;0,0904;{};com_dimmer
1747770609;5,41;2025-05-20 19:50:09;0,04;1747770609;121,24;0,0902;{};com_dimmer
1747770668;5,78;2025-05-20 19:51:08;0,05;1747770668;119,59;0,0964;{};com_dimmer
1747770728;5,31;2025-05-20 19:52:08;0,04;1747770728;118,78;0,0885;{};com_dimmer
1747770788;5,93;2025-05-20 19:53:08;0,05;1747770788;123,57;0,0988;{};com_dimmer
1747770848;6,03;2025-05-20 19:54:08;0,05;1747770848;122,04;0,1006;{};com_dimmer
1747770908;5,11;2025-05-20 19:55:08;0,04;1747770908;117,82;0,0852;{};com_dimmer
1747770968;5,39;2025-05-20 19:56:08;0,05;1747770968;118,53;0,0898;{};com_dimmer
1747771028;5,4;2025-05-20 19:57:08;0,04;1747771028;120,91;0,09;{};com_dimmer
1747771088;5,2;2025-05-20 19:58:08;0,04;1747771088;118,59;0,0867;{};com_dimmer
1747771148;5,13;2025-05-20 19:59:08;0,04;1747771148;117,9;0,0854;{};com_dimmer
1747771208;5,04;2025-05-20 20:00:08;0,04;1747771208;116,73;0,0841;{};com_dimmer
1747771268;5,25;2025-05-20 20:01:08;0,04;1747771268;118,03;0,0875;{};com_dimmer
1747771328;5,32;2025-05-20 20:02:08;0,04;1747771328;122,04;0,0887;{};com_dimmer
1747771388;5,33;2025-05-20 20:03:08;0,04;1747771388;119,06;0,0889;{};com_dimmer
1747771448;5,36;2025-05-20 20:04:08;0,05;1747771448;118,81;0,0894;{};com_dimmer
1747771508;6,23;2025-05-20 20:05:08;0,04;1747771508;141,84;0,1038;{};com_dimmer
1747771568;4,79;2025-05-20 20:06:08;0,04;1747771568;114,27;0,0799;{};com_dimmer
1747771628;5,78;2025-05-20 20:07:08;0,05;1747771628;125,36;0,0964;{};com_dimmer
1747771688;6,31;2025-05-20 20:08:08;0,04;1747771688;142,03;0,1052;{};com_dimmer
1747771748;5,91;2025-05-20 20:09:08;0,05;1747771748;125,63;0,0986;{};com_dimmer
1747771808;5,36;2025-05-20 20:10:08;0,04;1747771808;124,89;0,0893;{};com_dimmer
1747771868;5,87;2025-05-20 20:11:08;0,04;1747771868;134,87;0,0979;{};com_dimmer
1747771928;5,81;2025-05-20 20:12:08;0,05;1747771928;128,96;0,0968;{};com_dimmer
1747771988;5,8;2025-05-20 20:13:08;0,05;1747771988;124,78;0,0967;{};com_dimmer
1747772048;5,42;2025-05-20 20:14:08;0,05;1747772048;118,09;0,0903;{};com_dimmer
1747772108;5,72;2025-05-20 20:15:08;0,04;1747772108;135,34;0,0953;{};com_dimmer
1747772168;5,58;2025-05-20 20:16:08;0,05;1747772168;120,91;0,0931;{};com_dimmer
1747772228;5,77;2025-05-20 20:17:08;0,04;1747772228;137,33;0,0962;{};com_dimmer
1747772288;6,13;2025-05-20 20:18:08;0,04;1747772288;141,05;0,1021;{};com_dimmer
1747772348;5,25;2025-05-20 20:19:08;0,04;1747772348;118,76;0,0875;{};com_dimmer
1747772408;4,89;2025-05-20 20:20:08;0,04;1747772408;127,15;0,0816;{};com_dimmer
1747772468;6,54;2025-05-20 20:21:08;0,05;1747772468;141,37;0,109;{};com_dimmer
1747772528;5,04;2025-05-20 20:22:08;0,04;1747772528;117,64;0,084;{};com_dimmer
1747772588;4,37;2025-05-20 20:23:08;0,04;1747772588;124,73;0,0729;{};com_dimmer
1747772648;5,71;2025-05-20 20:24:08;0,04;1747772648;133,78;0,0951;{};com_dimmer
1747772708;5,51;2025-05-20 20:25:08;0,04;1747772708;139,77;0,0918;{};com_dimmer
1747772768;4,35;2025-05-20 20:26:08;0,04;1747772768;120,51;0,0725;{};com_dimmer
1747772828;5,1;2025-05-20 20:27:08;0,04;1747772828;139,85;0,085;{};com_dimmer
1747772888;21,27;2025-05-20 20:28:08;0,16;1747772888;136,17;0,3544;{};com_dimmer
1747772948;4,14;2025-05-20 20:29:08;0,03;1747772948;120,73;0,0689;{};com_dimmer
1747773008;4,75;2025-05-20 20:30:08;0,04;1747773008;113,96;0,0792;{};com_dimmer
1747773068;4,28;2025-05-20 20:31:08;0,04;1747773068;119,37;0,0714;{};com_dimmer
1747773128;5,25;2025-05-20 20:32:08;0,04;1747773128;123,46;0,0875;{};com_dimmer
1747773188;4,39;2025-05-20 20:33:08;0,04;1747773188;119,48;0,0732;{};com_dimmer
1747773248;4,91;2025-05-20 20:34:08;0,04;1747773248;115,73;0,0818;{};com_dimmer
1747773308;21,35;2025-05-20 20:35:08;0,17;1747773308;125,33;0,3558;{};com_dimmer
1747773368;19,8;2025-05-20 20:36:08;0,16;1747773368;122,46;0,33;{};com_dimmer
1747773428;11,96;2025-05-20 20:37:08;0,09;1747773428;137,0;0,1993;{};com_dimmer
1747773488;18,99;2025-05-20 20:38:08;0,16;1747773488;117,97;0,3165;{};com_dimmer
1747773548;21,38;2025-05-20 20:39:08;0,17;1747773548;123,05;0,3564;{};com_dimmer
1747773608;3,95;2025-05-20 20:40:08;0,03;1747773608;116,71;0,0658;{};com_dimmer
1747773668;4,21;2025-05-20 20:41:08;0,03;1747773668;121,86;0,0701;{};com_dimmer
1747773728;4,81;2025-05-20 20:42:08;0,04;1747773728;114,44;0,0802;{};com_dimmer
1747773788;5,2;2025-05-20 20:43:08;0,04;1747773788;124,81;0,0866;{};com_dimmer
1747773848;5,14;2025-05-20 20:44:08;0,04;1747773848;121,15;0,0857;{};com_dimmer
1747773908;4,68;2025-05-20 20:45:08;0,04;1747773908;123,87;0,0779;{};com_dimmer
1747773968;4,36;2025-05-20 20:46:08;0,04;1747773968;113,1;0,0726;{};com_dimmer
1747774028;4,81;2025-05-20 20:47:08;0,04;1747774028;126,08;0,0802;{};com_dimmer
1747774088;4,66;2025-05-20 20:48:08;0,04;1747774088;118,63;0,0776;{};com_dimmer
1747774148;5,8;2025-05-20 20:49:08;0,04;1747774148;132,79;0,0967;{};com_dimmer
1747774208;5,98;2025-05-20 20:50:08;0,04;1747774208;136,37;0,0996;{};com_dimmer
1747774268;4,86;2025-05-20 20:51:08;0,04;1747774268;119,18;0,0809;{};com_dimmer
1747774328;5,71;2025-05-20 20:52:08;0,05;1747774328;124,55;0,0951;{};com_dimmer
1747774388;6,4;2025-05-20 20:53:08;0,05;1747774388;135,49;0,1066;{};com_dimmer
1747774448;6,21;2025-05-20 20:54:08;0,05;1747774448;125,24;0,1035;{};com_dimmer
1747774508;5,07;2025-05-20 20:55:08;0,04;1747774508;119,39;0,0845;{};com_dimmer
1747774568;5,18;2025-05-20 20:56:08;0,04;1747774568;119,98;0,0863;{};com_dimmer
1747774628;5,03;2025-05-20 20:57:08;0,04;1747774628;114,77;0,0838;{};com_dimmer
1747774688;4,97;2025-05-20 20:58:08;0,04;1747774688;119,52;0,0829;{};com_dimmer
1747774748;5,39;2025-05-20 20:59:08;0,04;1747774748;123,87;0,0898;{};com_dimmer
1747774808;6,82;2025-05-20 21:00:08;0,05;1747774808;143,41;0,1137;{};com_dimmer
1747774868;5,98;2025-05-20 21:01:08;0,05;1747774868;121,32;0,0997;{};com_dimmer
1747774928;6,84;2025-05-20 21:02:08;0,05;1747774928;138,2;0,1139;{};com_dimmer
1747774988;5,1;2025-05-20 21:03:08;0,04;1747774988;116,58;0,0849;{};com_dimmer
1747775048;5,66;2025-05-20 21:04:08;0,05;1747775048;118,52;0,0943;{};com_dimmer
1747775108;5,07;2025-05-20 21:05:08;0,04;1747775108;120,18;0,0845;{};com_dimmer
1747775168;5,5;2025-05-20 21:06:08;0,04;1747775168;128,67;0,0917;{};com_dimmer
1747775228;6,44;2025-05-20 21:07:08;0,05;1747775228;140,45;0,1073;{};com_dimmer
1747775288;5,6;2025-05-20 21:08:08;0,05;1747775288;120,8;0,0933;{};com_dimmer
1747775348;6,18;2025-05-20 21:09:08;0,05;1747775348;125,08;0,103;{};com_dimmer
1747775408;5,97;2025-05-20 21:10:08;0,05;1747775408;121,62;0,0994;{};com_dimmer
1747775468;6,22;2025-05-20 21:11:08;0,05;1747775468;132,09;0,1036;{};com_dimmer
1747775528;4,94;2025-05-20 21:12:08;0,04;1747775528;114,21;0,0823;{};com_dimmer
1747775588;5,34;2025-05-20 21:13:08;0,04;1747775588;119,13;0,089;{};com_dimmer
1747775648;5,53;2025-05-20 21:14:08;0,05;1747775648;117,45;0,0921;{};com_dimmer
1747775708;5,03;2025-05-20 21:15:08;0,04;1747775708;119,48;0,0838;{};com_dimmer
1747775768;6,34;2025-05-20 21:16:08;0,05;1747775768;134,57;0,1057;{};com_dimmer
1747775828;5,03;2025-05-20 21:17:08;0,04;1747775828;118,85;0,0839;{};com_dimmer
1747775888;5,21;2025-05-20 21:18:08;0,04;1747775888;122,33;0,0869;{};com_dimmer
1747775948;5,27;2025-05-20 21:19:08;0,04;1747775948;120,02;0,0878;{};com_dimmer
1747776008;4,99;2025-05-20 21:20:08;0,04;1747776008;118,46;0,0832;{};com_dimmer
1747776068;5,57;2025-05-20 21:21:08;0,05;1747776068;122,24;0,0929;{};com_dimmer
1747776128;5,08;2025-05-20 21:22:08;0,04;1747776128;117,88;0,0847;{};com_dimmer
1747776187;5,01;2025-05-20 21:23:07;0,04;1747776187;129,04;0,0835;{};com_dimmer
1747776247;5,35;2025-05-20 21:24:07;0,04;1747776247;119,07;0,0892;{};com_dimmer
1747776307;4,88;2025-05-20 21:25:07;0,04;1747776307;129,61;0,0813;{};com_dimmer
1747776368;4,8;2025-05-20 21:26:08;0,04;1747776368;115,59;0,0799;{};com_dimmer
1747776427;5,99;2025-05-20 21:27:07;0,04;1747776427;138,39;0,0998;{};com_dimmer
1747776487;4,64;2025-05-20 21:28:07;0,04;1747776487;120,14;0,0773;{};com_dimmer
1747776547;5,66;2025-05-20 21:29:07;0,04;1747776547;127,09;0,0943;{};com_dimmer
1747776607;4,56;2025-05-20 21:30:07;0,04;1747776607;121,5;0,076;{};com_dimmer
1747776667;4,26;2025-05-20 21:31:07;0,04;1747776667;119,02;0,071;{};com_dimmer
1747776727;4,92;2025-05-20 21:32:07;0,04;1747776727;115,48;0,082;{};com_dimmer
1747776787;6,0;2025-05-20 21:33:07;0,04;1747776787;141,27;0,1;{};com_dimmer
1747776847;5,23;2025-05-20 21:34:07;0,04;1747776847;136,67;0,0871;{};com_dimmer
1747776907;4,75;2025-05-20 21:35:07;0,04;1747776907;119,15;0,0792;{};com_dimmer
1747776967;4,7;2025-05-20 21:36:07;0,04;1747776967;118,87;0,0783;{};com_dimmer
1747777027;4,0;2025-05-20 21:37:07;0,03;1747777027;121,81;0,0666;{};com_dimmer
1747777087;4,66;2025-05-20 21:38:07;0,04;1747777087;126,55;0,0776;{};com_dimmer
1747777147;4,64;2025-05-20 21:39:07;0,04;1747777147;119,63;0,0773;{};com_dimmer
1747777207;5,2;2025-05-20 21:40:07;0,04;1747777207;120,03;0,0867;{};com_dimmer
1747777267;4,9;2025-05-20 21:41:07;0,04;1747777267;138,31;0,0816;{};com_dimmer
1747777327;5,57;2025-05-20 21:42:07;0,04;1747777327;143,24;0,0929;{};com_dimmer
1747777387;4,68;2025-05-20 21:43:07;0,04;1747777387;120,16;0,0781;{};com_dimmer
1747777447;4,64;2025-05-20 21:44:07;0,04;1747777447;128,06;0,0774;{};com_dimmer
1747777507;5,06;2025-05-20 21:45:07;0,04;1747777507;141,53;0,0843;{};com_dimmer
1747777567;4,21;2025-05-20 21:46:07;0,04;1747777567;117,11;0,0702;{};com_dimmer
1747777627;4,96;2025-05-20 21:47:07;0,03;1747777627;142,62;0,0826;{};com_dimmer
1747777687;4,87;2025-05-20 21:48:07;0,04;1747777687;116,73;0,0812;{};com_dimmer
1747777747;4,12;2025-05-20 21:49:07;0,04;1747777747;115,11;0,0687;{};com_dimmer
1747777807;4,12;2025-05-20 21:50:07;0,03;1747777807;120,05;0,0687;{};com_dimmer
1747777867;4,0;2025-05-20 21:51:07;0,03;1747777867;118,31;0,0667;{};com_dimmer
1747777927;5,51;2025-05-20 21:52:07;0,04;1747777927;134,03;0,0918;{};com_dimmer
1747777987;5,59;2025-05-20 21:53:07;0,04;1747777987;139,5;0,0931;{};com_dimmer
1747778047;4,7;2025-05-20 21:54:07;0,04;1747778047;118,07;0,0783;{};com_dimmer
1747778107;4,88;2025-05-20 21:55:07;0,04;1747778107;119,43;0,0814;{};com_dimmer
1747778167;4,76;2025-05-20 21:56:07;0,04;1747778167;116,35;0,0794;{};com_dimmer
1747778227;5,15;2025-05-20 21:57:07;0,04;1747778227;126,22;0,0858;{};com_dimmer
1747778287;6,12;2025-05-20 21:58:07;0,04;1747778287;138,44;0,102;{};com_dimmer
1747778347;5,96;2025-05-20 21:59:07;0,05;1747778347;121,86;0,0994;{};com_dimmer
1747778407;6,48;2025-05-20 22:00:07;0,05;1747778407;135,39;0,108;{};com_dimmer
1747778467;4,98;2025-05-20 22:01:07;0,04;1747778467;121,06;0,0829;{};com_dimmer
1747778527;4,75;2025-05-20 22:02:07;0,04;1747778527;115,61;0,0792;{};com_dimmer
1747778587;5,19;2025-05-20 22:03:07;0,04;1747778587;121,75;0,0866;{};com_dimmer
1747778647;4,83;2025-05-20 22:04:07;0,04;1747778647;116,09;0,0804;{};com_dimmer
1747778707;6,09;2025-05-20 22:05:07;0,04;1747778707;138,95;0,1014;{};com_dimmer
1747778767;5,75;2025-05-20 22:06:07;0,05;1747778767;121,86;0,0958;{};com_dimmer
1747778827;5,28;2025-05-20 22:07:07;0,04;1747778827;118,57;0,088;{};com_dimmer
1747778887;5,65;2025-05-20 22:08:07;0,04;1747778887;129,01;0,0942;{};com_dimmer
1747778947;5,39;2025-05-20 22:09:07;0,05;1747778947;118,35;0,0899;{};com_dimmer
1747779007;5,26;2025-05-20 22:10:07;0,04;1747779007;118,07;0,0877;{};com_dimmer
1747779067;5,61;2025-05-20 22:11:07;0,05;1747779067;116,11;0,0936;{};com_dimmer
1747779127;5,82;2025-05-20 22:12:07;0,05;1747779127;123,09;0,0971;{};com_dimmer
1747779187;5,84;2025-05-20 22:13:07;0,04;1747779187;131,65;0,0974;{};com_dimmer
1747779247;4,81;2025-05-20 22:14:07;0,04;1747779247;113,88;0,0802;{};com_dimmer
1747779307;5,63;2025-05-20 22:15:07;0,04;1747779307;130,22;0,0938;{};com_dimmer
1747779367;6,34;2025-05-20 22:16:07;0,05;1747779367;131,33;0,1056;{};com_dimmer
1747779427;6,08;2025-05-20 22:17:07;0,05;1747779427;124,26;0,1014;{};com_dimmer
1747779487;5,22;2025-05-20 22:18:07;0,04;1747779487;117,03;0,087;{};com_dimmer
1747779547;5,38;2025-05-20 22:19:07;0,05;1747779547;118,4;0,0896;{};com_dimmer
1747779607;5,8;2025-05-20 22:20:07;0,05;1747779607;126,13;0,0966;{};com_dimmer
1747779667;5,25;2025-05-20 22:21:07;0,04;1747779667;119,18;0,0876;{};com_dimmer
1747779727;6,69;2025-05-20 22:22:07;0,05;1747779727;134,62;0,1116;{};com_dimmer
1747779787;5,62;2025-05-20 22:23:07;0,04;1747779787;125,85;0,0937;{};com_dimmer
1747779847;5,7;2025-05-20 22:24:07;0,05;1747779847;124,03;0,0951;{};com_dimmer
1747779907;6,49;2025-05-20 22:25:07;0,05;1747779907;137,82;0,1082;{};com_dimmer
1747779967;5,99;2025-05-20 22:26:07;0,05;1747779967;122,15;0,0998;{};com_dimmer
1747780027;5,38;2025-05-20 22:27:07;0,04;1747780027;120,33;0,0897;{};com_dimmer
1747780087;5,13;2025-05-20 22:28:07;0,04;1747780087;124,18;0,0855;{};com_dimmer
1747780147;5,14;2025-05-20 22:29:07;0,04;1747780147;119,28;0,0857;{};com_dimmer
1747780207;6,06;2025-05-20 22:30:07;0,04;1747780207;138,55;0,101;{};com_dimmer
1747780267;5,88;2025-05-20 22:31:07;0,05;1747780267;125,89;0,098;{};com_dimmer
